date,months,strat_gross,strat_net,bench_gross,bench_net,alpha_net,bucket
2026-05-26,3.3180026281208934,-2.224308769820696,-2.570473483616957,1.7913864414826206,1.4410612827254718,-4.011534766342429,2-4m
2026-05-27,3.2851511169513796,1.452100848589943,1.102127205314168,1.196807747159867,0.8470985992806523,0.2550286060335156,2-4m
2026-05-28,3.252299605781866,2.669630388567203,2.318395328681653,1.196807747159867,0.8470985992806523,1.4712967294010009,2-4m
2026-05-29,3.219448094612352,11.823018411456198,11.462300020523077,2.5721110589175944,2.220977033543448,9.241322986979629,2-4m
2026-06-01,3.1208935611038107,10.799176663364966,10.439519019579595,3.6156835276334287,3.2634683131773756,7.17605070640222,2-4m
2026-06-02,3.088042049934297,-2.691625166183552,-3.0373057186966257,3.1832545525571816,2.8314873544110326,-5.868793073107659,2-4m
2026-06-03,3.055190538764783,7.87645473218758,7.5198251627681145,3.7565820665148544,3.4042208746911795,4.115604288076935,2-4m
2026-06-04,3.0223390275952693,4.694199019925685,4.340866413807885,3.709120348380431,3.3568083290799695,0.9840580847279154,2-4m
2026-06-05,2.9894875164257555,-2.6856991619012742,-3.0313858540273833,3.790573534763302,3.4381771262149043,-6.469562980242287,2-4m
2026-06-08,2.890932982917214,-0.5186653739063245,-0.8665972127203473,5.106802484227082,4.753042401940509,-5.619639614660857,2-4m
2026-06-09,2.8580814717477003,2.8548563800789646,2.5034294175458105,4.01843518049704,3.6658026968020367,-1.1623732792562262,2-4m
2026-06-10,2.8252299605781865,1.395012895698196,1.0450983981676571,4.869704068972779,4.51618963155093,-3.471091233383272,2-4m
2026-06-11,2.7923784494086727,2.3248898590958333,1.9740119662568731,5.621119462643901,5.266826524309101,-3.292814558052228,2-4m
2026-06-12,2.759526938239159,-0.18537026013291538,-0.5336474080163871,3.5965567505213203,3.244361352286175,-3.778008760302562,2-4m
2026-06-15,2.6609724047306176,2.9823459711769273,2.630786923562877,2.4454910646249766,2.094488223389437,0.5362987001734401,2-4m
2026-06-16,2.628120893561104,2.1991894250221895,1.8484417636151504,2.101920639951104,1.751273753479749,0.09716801013540155,2-4m
2026-06-17,2.59526938239159,-1.1591045771104636,-1.5063728914497663,1.7079865407633124,1.357747788139707,-2.8641206795894734,2-4m
2026-06-18,2.562417871222076,3.573665267530908,3.2214935859251432,1.2350255438634696,0.8852768005888603,2.336216785336283,2-4m
2026-06-19,2.5295663600525624,-0.01641247899704563,-0.36486467491382824,1.5309750826140398,1.1809197220035952,-1.5457843969174234,2-4m
2026-06-22,2.431011826544021,6.317029723007567,5.962015789631167,1.0635112104158584,0.713940163880355,5.248075625750812,2-4m
2026-06-23,2.3981603153745072,-2.2139650631808205,-2.560140493532973,2.0752800157095006,1.724660730150334,-4.284801223683306,2-4m
2026-06-24,2.3653088042049935,-1.0955671552055608,-1.4429012972366781,1.6053604649674742,1.2552280376791796,-2.6981293349158575,2-4m
2026-06-25,2.3324572930354797,8.767963349052133,8.410410135696203,1.6709780829188394,1.3207776727599574,7.089632462936246,2-4m
2026-06-26,2.299605781865966,0.042030944513135896,-0.3064818014788024,1.6709780829188394,1.3207776727599574,-1.6272594742387598,2-4m
2026-06-29,2.2010512483574245,0.26761810147909226,-0.08112836318447245,2.33075275083582,1.97986878377134,-2.0609971469558124,2-4m
2026-06-30,2.1681997371879107,-1.7453448011045136,-2.092005743604709,2.39187348384875,2.040926192893296,-4.132931936498005,2-4m
2026-07-01,2.135348226018397,-6.325447164732659,-6.667362910499425,1.917414648087105,1.5669589183106065,-8.234321828810032,2-4m
2026-07-02,2.102496714848883,-1.770012955612792,-2.1166483407701806,1.0102370217487848,0.6607211697233422,-2.7773695104935228,2-4m
2026-07-03,2.0696452036793693,9.802185084886846,9.443560370238384,0.5547581924619778,0.20571423745570605,9.237846132782678,2-4m
2026-07-06,1.9710906701708277,4.216392857145124,3.8635552801910493,0.16024732874383882,-0.18838789486010785,4.051943175051157,1-2m
2026-07-07,1.938239159001314,4.803262609817457,4.449817008803609,0.26862614285183756,-0.08012136618896336,4.529938374992573,1-2m
